IDNum,Number,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY,equalX,equalY,spiralSevX,spiralSevY,theta0,theta1,equalXold,equalX1,equalYold,equalY1,sunflrx1,sunflry1,sunflrxOLD,sunflryOLD,words,Recognitions,Enrollments,Engagements,status,gender,yearsteaching,equalX0,equalY0,sunflrx,sunflry
107,206,0,-0.47954,-0.29914,207,-3.5,1.5,-0.3321476,-0.1116428,0.0568797,0.2384947,5.3474166,0.141475,-0.1920014,-3.858525,-1.358525,-0.5920014,3.946392241,-56.86322175,-31.05360776,33.13677825,32.99999944,229.32,-0.876228167,-65.99127142,65.99418326,1.073357675,-80.87622817,205.9941833,-80.87622817,205.9941833,hope to intentionally pool and refine the resources that a lot of great teachers have been using,1,5,1,1,1,6,3.116306013,6.876673384,-19.88369399,11.87667338
354,126,0,-0.21129,0.09416,127,3,0,-0.3321476,-0.1116428,0.0569614,0.2386658,5.3508709,0.1422394,-0.191649,-3.8577606,-1.3577606,-0.591649,8.484501012,-57.37606855,-26.51549899,32.62393145,33.49999943,230.79,-32.89929315,-7.825122646,58.36639881,-66.5414717,-112.8992931,198.3663988,-112.8992931,198.3663988,continue to broaden my toolbox of outside multi-media resources,2,26,4,0,1,27,1.483006744,7.469986011,-21.51699326,12.46998601
183,159,0,-0.57068,-0.13186,160,-1.5,3,-0.3321476,-0.1116428,0.0573064,0.2393876,5.3654352,0.145454,-0.1901304,-3.854546,-1.354546,-0.5901304,13.05677802,-57.53712321,-21.94322198,32.46287679,33.99999942,232.26,-57.70275782,66.39268477,35.97765612,-14.69732661,-137.7027578,175.9776561,-137.7027578,175.9776561,this is a set of resources that needs to grow,2,1,3,0,0,8,-0.242348976,7.677321602,-23.24234898,12.6773216
320,197,0,-0.43513,-0.32936,198,-3.5,-3,-0.3321476,-0.1116428,0.0580061,0.2408446,5.3948076,0.1518939,-0.1869074,-3.8481061,-1.3481061,-0.5869074,17.63592548,-57.34957831,-17.36407452,32.65042169,34.49999941,233.73,-68.88588736,21.61682808,3.966676529,65.52642783,-148.8858874,143.9666765,-148.8858874,143.9666765,suggestions for revising the materials made based on the student data,2,31,4,0,1,16,-1.970167539,7.49122419,-24.97016754,12.49122419
197,161,0,-0.32343,0.13153,162,-0.5,3,-0.3321476,-0.1116428,0.059209,0.243329,5.4448123,0.1627077,-0.1809288,-3.8372923,-1.3372923,-0.5809288,22.19573707,-56.81856436,-12.80426293,33.18143564,34.9999994,235.2,-63.25847225,-63.93194289,-29.9727491,28.50801077,-143.2584723,110.0272509,-143.2584723,110.0272509,"they ask questions, build background knowledge, form hypotheses, design experiments, collect and analyze data",3,1,4,0,1,20,-3.612962946,6.924341034,-26.61296295,11.92434103
135,164,0,-0.52537,-0.25962,165,1,3,-0.3321476,-0.1116428,0.0592321,0.2433765,5.4457672,0.1629121,-0.1808086,-3.8370879,-1.3370879,-0.5808086,26.71119027,-55.95098135,-8.288809731,34.04901865,35.49999939,236.67,-41.73261455,-35.29360576,-57.44030713,-61.60650447,-121.7326145,82.55969287,-121.7326145,82.55969287,was able to help two of my students use them for data collection,1,1,6,0,1,13,-5.089626745,6.007969673,-28.08962675,11.00796967
138,174,0,-0.49005,0.07669,175,3.5,0.5,-0.3321476,-0.1116428,0.0604024,0.245769,5.493826,0.1730952,-0.174472,-3.8269048,-1.3269048,-0.574472,31.158521,-54.75533371,-3.841479003,35.24466629,35.99999939,238.14,-9.213429505,58.5556392,-71.40807179,-41.8955501,-89.2134295,68.59192821,-89.2134295,68.59192821,like to continue to increase my skills and confidence in math and data analysis,2,1,6,0,1,15,-6.329144667,4.78977325,-29.32914467,9.78977325
123,213,0,-0.1971,-0.32795,214,-2,3.5,-0.3321476,-0.1116428,0.0650266,0.2550032,5.6784537,0.2097796,-0.1449799,-3.7902204,-1.2902204,-0.5449799,35.5152822,-53.24156957,0.515282203,36.75843043,36.49999938,239.61,26.51249247,48.23587245,-68.01534932,54.79325331,-53.48750753,71.98465068,-53.48750753,71.98465068,like to learn more about developing my students' data literacy,1,14,1,1,0,4,-7.273619882,3.330833801,-30.27361988,8.330833801
112,208,0,-0.37715,-0.36469,209,-3.5,2.5,-0.3321476,-0.1116428,0.0660581,0.2570177,5.7185498,0.2171243,-0.1375322,-3.7828757,-1.2828757,-0.5375322,39.76038779,-51.42092534,4.760387792,38.57907466,36.99999937,241.08,56.64060979,-50.34166465,-47.62185762,54.23759582,-23.35939021,92.37814238,-23.35939021,92.37814238,utilizing precious metals to construct smaller and smaller computer chips for widespread information technology,6,1,4,0,0,11,-7.880508431,1.70222997,-30.88050843,6.70222997
426,128,0,-0.38531,0.14194,129,3,-1,-0.3321476,-0.1116428,0.0671305,0.2590955,5.7598407,0.2244162,-0.1294907,-3.7755838,-1.2755838,-0.5294907,43.87414331,-49.30577602,8.874143309,40.69422398,37.49999936,242.55,73.51818857,-59.82564697,-14.834957,-45.23153728,-6.481811429,125.165043,-6.481811429,125.165043,look forward to learning more about coding and how to integrate technology into other disciplines,1,26,1,0,1,11,-8.124016956,-0.018668172,-31.12401696,4.981331828
298,125,0,-0.35359,0.14892,126,3,0.5,-0.3321476,-0.1116428,0.0683528,0.2614436,5.8064198,0.2322884,-0.1199785,-3.7677116,-1.2677116,-0.5199785,47.83826471,-46.90949189,12.83826471,43.09050811,37.99999935,244.02,72.58561155,39.50171766,22.52396493,-64.92776218,-7.414388452,162.5239649,-7.414388452,162.5239649,am just old enough to have grown up without digital technology as a part of my daily life,4,33,6,0,1,12,-7.995655471,-1.751997031,-30.99565547,3.248002969
184,193,0,-0.07241,-0.15261,194,-2,-3.5,-0.3321476,-0.1116428,0.0691419,0.2629485,5.8362275,0.2371181,-0.1136527,-3.7628819,-1.2628819,-0.5136527,51.63588647,-44.24630187,16.63588647,45.75369813,38.49999934,245.49,53.59737317,69.47537853,55.28400844,33.19897255,-26.40262683,195.2840084,-26.40262683,195.2840084,"my ability to work effectively in the fields of education, internet technology, and design",1,27,3,0,1,8,-7.503977028,-3.419112276,-30.50397703,1.580887724
260,131,0,-0.55207,0.04011,132,3,-2.5,-0.3321476,-0.1116428,0.0713948,0.267198,5.9202044,0.2497881,-0.094872,-3.7502119,-1.2502119,-0.494872,55.25156016,-41.33116378,20.25156016,48.66883622,38.99999933,246.96,20.79819874,-26.37763001,75.17602629,73.4045001,-59.20180126,215.1760263,-59.20180126,215.1760263,was given a grant to purchase technology for this club,1,1,3,0,1,12,-6.673569654,-4.94605581,-29.67356965,0.05394419
199,152,0,-0.15357,0.0874,153,-3,1,-0.3321476,-0.1116428,0.071508,0.2674098,5.9243826,0.2503806,-0.0939019,-3.7496194,-1.2496194,-0.4939019,58.67124467,-38.17964181,23.67124467,51.82035819,39.49999933,248.43,-18.017236,-76.65652871,76.91800314,-19.09912581,-98.017236,216.9180031,-98.017236,216.9180031,"our need for energy continues to grow, and technology based on renewable resources",3,1,9,0,1,11,-5.543393841,-6.266640625,-28.54339384,-1.266640625
151,182,0,-0.45318,0.12836,183,3.5,-3.5,-0.3321476,-0.1116428,0.0722502,0.268794,5.9516705,0.2541582,-0.0874859,-3.7458418,-1.2458418,-0.4874859,61.88228898,-34.80779094,26.88228898,55.19220906,39.99999932,249.9,-53.35500426,11.43145915,59.60908924,-79.17904863,-133.3550043,199.6090892,-133.3550043,199.6090892,good strategies which result to good numbers which supervisors normally want from us,4,1,7,0,1,9,-4.164579633,-7.32504447,-27.16457963,-2.32504447
208,187,0,-0.29858,-0.37888,188,1,-3.5,-0.3321476,-0.1116428,0.0725425,0.2693371,5.9623705,0.2555952,-0.0849327,-3.7444048,-1.2444048,-0.4849327,64.8734085,-31.23204876,29.8734085,58.76795124,40.49999931,251.37,-76.34406008,80.92655571,27.06629807,3.448562067,-156.3440601,167.0662981,-156.3440601,167.0662981,no one ever told them the truth; that math is all around us every single day,1,22,1,0,1,12,-2.597812053,-8.077832168,-25.59781205,-3.077832168
76,157,0,-0.35056,-0.38269,158,-2.5,3,-0.3321476,-0.1116428,0.0738056,0.2716718,6.008311,0.2614731,-0.0737388,-3.7385269,-1.2385269,-0.4737388,67.6346558,-27.46913422,32.6346558,62.53086578,40.9999993,252.84,-80.96182985,4.770411396,-13.00700222,81.86112127,-160.9618299,126.9929978,-160.9618299,126.9929978,math is not just about numbers and their infinite relationships with each other,3,1,6,0,0,14,-0.91044059,-8.495357434,-23.91044059,-3.495357434
265,177,0,-0.22618,-0.38221,178,3.5,-1,-0.3321476,-0.1116428,0.0844357,0.2905783,6.3772596,0.2892934,0.0272957,-3.7107066,-1.2107066,-0.3727044,70.15738662,-23.53595342,35.15738662,66.46404658,41.49999929,254.31,-65.60522585,-81.95298203,-50.84244625,13.1418696,-145.6052259,89.15755375,-145.6052259,89.15755375,forge positive relationships by allowing students to feel supported and understood on this level,1,18,3,0,1,21,0.826549799,-8.562523894,-22.1734502,-3.562523894
244,154,0,-0.10471,0.07244,155,-3,2,-0.3321476,-0.1116428,0.0856144,0.2925993,6.416379,0.2900077,0.0388572,-3.7099923,-1.2099923,-0.3611428,72.43422168,-19.44951231,37.43422168,70.55048769,41.99999928,255.78,-33.59882162,-21.57863348,-76.98778595,-81.18104814,-113.5988216,63.01221405,-113.5988216,63.01221405,exciting to see students asking for higher level science classes,1,25,2,0,1,13,2.541573535,-8.278913212,-20.45842647,-3.278913212
155,176,0,-0.54972,0.08914,177,3.5,-0.5,-0.3321476,-0.1116428,0.0876515,0.2960599,6.4832212,0.2901563,0.0588285,-3.7098437,-1.2098437,-0.3411715,74.45900527,-15.226836,39.45900527,74.773164,42.49999928,257.25,7.512553059,79.53332186,-84.66735821,-29.99084385,-72.48744694,55.33264179,-72.48744694,55.33264179,have felt like I got to connect with students on a different level,3,1,6,0,0,22,4.16536197,-7.658313108,-18.83463803,-2.658313108
171,190,0,-0.4813,-0.36959,191,-0.5,-3.5,-0.3321476,-0.1116428,0.0887832,0.2979651,6.5199425,0.2896529,0.0698882,-3.7103471,-1.2103471,-0.3301118,76.22676086,-10.88489454,41.22676086,79.11510546,42.99999927,258.72,47.73969146,38.28691635,-71.53266288,77.00722067,-32.26030854,68.46733712,-32.26030854,68.46733712,students get a kick out of it and I think it helps bring a personal level of engagement,2,13,3,0,1,8,5.63365401,-6.727699644,-17.36634599,-1.727699644
186,153,0,-0.30499,0.19251,154,-3,1.5,-0.3321476,-0.1116428,0.0932465,0.3053629,6.6620265,0.2837108,0.1129366,-3.7162892,-1.2162892,-0.2870634,77.73364465,-6.44053492,42.73364465,83.55946508,43.49999926,260.19,77.07603729,-73.60979957,-40.35200708,46.37453404,-2.92396271,99.64799292,-2.92396271,99.64799292,small groups of students working on different subjects and at different levels,6,1,15,1,1,13,6.88956695,-5.525745853,-16.11043305,-0.525745853
386,127,0,-0.4548,0.16853,128,3,-0.5,-0.3321476,-0.1116428,0.0935404,0.3058438,6.6712353,0.2831039,0.1157264,-3.7168961,-1.2168961,-0.2842736,78.97689725,-1.910419142,43.97689725,88.08958086,43.99999925,261.66,87.98621233,-54.16166667,1.55770337,-69.35786807,7.98621233,141.5577034,7.98621233,141.5577034,this has resulted in higher level questions,1,7,2,0,1,10,7.88557377,-4.100942125,-15.11442623,0.899057875
210,180,0,-0.51589,0.13932,181,3.5,-2.5,-0.3321476,-0.1116428,0.0967436,0.3110363,6.7704482,0.2748372,0.14563,-3.7251628,-1.2251628,-0.25437,79.95479414,2.689032076,44.95479414,92.68903208,44.49999924,263.13,77.33732189,64.27799907,44.04473456,-61.55760583,-2.662678105,184.0447346,-2.662678105,184.0447346,my team has enabled me to bring my teaching practice to a new level,2,1,4,0,0,9,8.585033385,-2.509422598,-14.41496661,2.490577402
129,214,0,-0.23844,-0.41149,215,-1.5,3.5,-0.3321476,-0.1116428,0.0986894,0.3141488,6.8297281,0.2683856,0.1632746,-3.7316144,-1.2316144,-0.2367254,80.66659524,7.341690056,45.66659524,97.34169006,44.99999923,264.6,47.27903778,68.47400402,76.58128092,58.4064275,-32.72096222,216.5812809,-32.72096222,216.5812809,ultimately participate on a variety of levels where they work towards resolutions,1,19,1,0,0,9,8.963240852,-0.812596721,-14.03675915,4.187403279
132,215,0,-0.27557,-0.42344,216,-1,3.5,-0.3321476,-0.1116428,0.1004185,0.3168888,6.8817993,0.2617873,0.1785662,-3.7382127,-1.2382127,-0.2214338,81.11249387,12.03176372,46.11249387,102.0317637,45.49999922,266.07,4.829307326,-51.78883814,90.87176564,74.82590623,-75.17069267,230.8717656,-75.17069267,230.8717656,I think it should be ongoing or a next level,3,1,7,0,1,8,9.007984953,0.925314588,-13.99201505,5.925314588
318,130,0,-0.41241,0.20784,131,3,-2,-0.3321476,-0.1116428,0.1085113,0.3294106,7.1183918,0.2210426,0.2442366,-3.7789574,-1.2789574,-0.1557634,81.29356564,16.74384023,46.29356564,106.7438402,45.99999922,267.54,-39.76030583,-80.53276203,82.96455918,-44.48004316,-119.7603058,222.9645592,-119.7603058,222.9645592,the quality level requirements for the research reports written by students,4,17,2,0,1,12,8.719619498,2.639741619,-14.2803805,7.639741619
15,185,0,-0.15568,-0.40553,186,2,-3.5,-0.3321476,-0.1116428,0.1175105,0.342798,7.3688879,0.1598437,0.3032498,-3.8401563,-1.3401563,-0.0967502,81.21171729,21.46292093,46.21171729,111.4629209,46.49999921,269.01,-75.47989079,36.54355118,54.33034222,-85.51940638,-155.4798908,194.3303422,-155.4798908,194.3303422,the same population of students demonstrates very different levels of results with other research teachers,2,20,5,0,0,8,8.11067216,4.268137428,-14.88932784,9.268137428
381,148,0,-0.52142,0.19031,149,-3,-1,-0.3321476,-0.1116428,0.1269995,0.35637,7.6202996,0.0825214,0.346684,-3.9174786,-1.4174786,-0.053316,80.86963594,26.17445288,45.86963594,116.1744529,46.9999992,270.48,-93.27952479,89.71699756,11.61594832,28.05103114,-173.2795248,151.6159483,-173.2795248,151.6159483,they still have the potential to perform at the highest level of the class,4,24,5,0,1,13,7.205029787,5.75217748,-15.79497021,10.75217748
136,192,0,0.03149,-0.23238,193,-1.5,-3.5,-0.3321476,-0.1116428,0.1468098,0.3831576,8.1092257,-0.0967403,0.370744,-4.0967403,-1.5967403,-0.029256,80.27073882,30.86435629,45.27073882,120.8643563,47.49999919,271.95,-88.35956762,-19.08167498,-34.89393657,93.06390106,-168.3595676,105.1060634,-168.3595676,105.1060634,advise students ranging from the high school to post-graduate level,2,1,5,0,0,13,6.036751611,7.039718033,-16.96324839,12.03971803
170,179,0,-0.21481,-0.48716,180,3.5,-2,-0.3321476,-0.1116428,0.1547813,0.3934225,8.2940737,-0.1676069,0.3559342,-4.1676069,-1.6676069,-0.0440658,79.41912382,35.51904801,44.41912382,125.519048,47.99999918,273.42,-61.45391698,-95.50650825,-73.75239717,-9.721465033,-141.453917,66.24760283,-141.453917,66.24760283,bringing a higher level of understanding,2,1,11,0,0,15,4.648571864,8.086456555,-18.35142814,13.08645656
239,191,0,-0.28587,-0.50389,192,-1,-3.5,-0.3321476,-0.1116428,0.1559995,0.3949677,8.321781,-0.1781001,0.3525334,-4.1781001,-1.6781001,-0.0474666,78.31952086,40.12546139,43.31952086,130.1254614,48.49999917,274.89,-18.76556338,0.062352652,-95.16750302,-96.99997996,-98.76556338,44.83249698,-98.76556338,44.83249698,develop new knowledge and continuously acquire new skills,1,1,2,0,0,12,3.09016004,8.857251884,-19.90983996,13.85725188
145,181,0,-0.48466,0.26135,182,3.5,-3,-0.3321476,-0.1116428,0.1623837,0.4029686,8.4647602,-0.2311047,0.3301126,-4.2311047,-1.7311047,-0.0698874,76.97724436,44.67106279,41.97724436,134.6710628,48.99999916,276.36,29.45799116,97.5089051,-93.46778459,-9.798644114,-50.54200884,46.53221541,-50.54200884,46.53221541,teaching math is at the core of who I am and continuously defines who I am and who I want to become,1,23,3,0,1,17,1.416211161,9.327075959,-21.58378884,14.32707596
292,129,0,-0.47371,0.33744,130,3,-1.5,-0.3321476,-0.1116428,0.2217153,0.4708665,9.6462928,-0.4593613,-0.103453,-4.4593613,-1.9593613,-0.503453,75.39814685,49.14386485,40.39814685,139.1438648,49.49999916,277.83,71.38370931,19.76041486,-68.59567074,97.00786568,-8.616290688,71.40432926,-8.616290688,71.40432926,continuously learning how to teach kids to be critical thinkers and problem solvers,2,24,6,0,0,15,-0.315560292,9.481583291,-23.31556029,14.48158329
211,189,0,-0.21635,-0.58722,190,0,-3.5,-0.3321476,-0.1116428,0.2395827,0.4894719,9.9605405,-0.4208869,-0.2498739,-4.4208869,-1.9208869,-0.6498739,73.58857383,53.53243691,38.58857383,143.5324369,49.99999915,279.3,96.49658047,-95.48190046,-26.23756767,29.71879347,16.49658047,113.7624323,16.49658047,113.7624323,everything from computer programming and 3-D printing,2,1,3,0,1,10,-2.046449923,9.317298037,-25.04644992,14.31729804
353,216,0,0.54182,-0.06777,217,-0.5,3.5,-0.3321476,-0.1116428,0.7657442,0.8750681,15.7161247,-0.875039,-0.0071417,-4.875039,-2.375039,-0.4071417,71.55532008,57.8259126,36.55532008,147.8259126,50.49999914,280.77,98.23530328,-39.5676464,23.4696653,-92.92686026,18.23530328,163.4696653,18.23530328,163.4696653,take advantage of offerings related to engineering and computer science,7,39,3,0,0,10,-3.71874838,8.841431473,-26.71874838,13.84143147
335,242,1,0.21198,0.00714,243,3,-4,0.2214238,0.0021967,0.0001136,0.0106594,0.2650739,0.0102871,0.0027925,-1.9897129,-0.7397129,-1.7972075,0.785274506,0.619147761,30.78527451,-59.38085224,4.999999915,147,2.836621037,-7.931364192,-9.589242989,6.090440219,2.836621037,-69.58924299,2.836621037,-69.58924299,Science is fascinating to me as it explains the world around me,1,40,5,0,1,16,-0.9430810,-0.332563138,-17.9430810,-20.33256314
301,258,1,0.2271,-0.0319,259,-4,-3,0.2214238,0.0021967,0.0011948,0.0345659,0.8495482,0.0228246,0.0259584,-1.9771754,-0.7271754,-1.7740416,0.618157473,1.902072906,30.61815747,-58.09792709,5.499999906,148.47,7.795366789,-7.543389274,-7.760944313,-8.006077582,7.795366789,-67.76094431,7.795366789,-67.76094431,wanted to liberate the exciting exploratory science from the cloistered academics of college,2,38,4,0,1,12,0.2947249,-1.383162035,-16.7052751,-21.38316203
35,221,1,0.26014,0.01836,222,2,3.5,0.2214238,0.0021967,0.0017602,0.0419547,1.0274616,0.0216903,0.0359128,-1.9783097,-0.7283097,-1.7640872,-0.632942856,2.932470518,29.36705714,-57.06752948,5.999999898,149.94,11.5220431,7.861508133,-3.352987158,-9.066239015,11.5220431,-63.35298716,11.5220431,-63.35298716,often see students become excited as they learn about the science in themselves,1,60,9,0,0,7,1.6762222,-0.436209881,-15.3237778,-20.43620988
333,241,1,0.19216,-0.03277,242,3.5,-4,0.2214238,0.0021967,0.002079,0.0455965,1.1146878,0.0200833,0.0409353,-1.9799167,-0.7299167,-1.7590647,-2.543461644,3.087199843,27.45653836,-56.91280016,6.499999889,151.41,12.69563944,10.62889964,2.796558437,7.48508466,12.69563944,-57.20344156,12.69563944,-57.20344156,"incorporate new research findings, technologies and science events into my teaching praxis",3,27,4,0,0,14,1.5576070,1.254535897,-15.4423930,-18.7454641
54,233,1,0.17276,-0.0188,234,4,-0.5,0.2214238,0.0021967,0.002809,0.0530003,1.2910868,0.0146321,0.0509404,-1.9853679,-0.7353679,-1.7490596,-4.50958197,2.159553301,25.49041803,-57.8404467,6.999999881,152.88,10.55463266,-6.868133103,9.197811122,12.19953883,10.55463266,-50.80218888,10.55463266,-50.80218888,passionate about teaching science and I want to continue to grow as a science teacher,2,6,1,1,1,4,0.1588391,2.230419273,-16.8411609,-17.76958073
324,271,1,0.27409,0.04734,272,-4,3.5,0.2214238,0.0021967,0.0048116,0.069366,1.6766497,-0.0073289,0.0689778,-2.0073289,-0.7573289,-1.7310222,-5.993543222,0.278279805,24.00645678,-59.7217202,7.499999872,154.35,5.199531568,-13.74506697,14.06999899,-6.006091414,5.199531568,-45.93000101,5.199531568,-45.93000101,"over the last four years I have taken a lot science, specifically chemistry based workshops",1,9,1,1,0,15,-1.5244442,1.917307974,-18.5244442,-18.08269203
178,272,1,0.2043,0.07561,273,-4,4,0.2214238,0.0021967,0.0056827,0.075384,1.8169443,-0.0183688,0.0731118,-2.0183688,-0.7683688,-1.7268882,-6.635467626,-2.229477378,23.36453237,-62.22947738,7.999999864,155.82,-2.327998381,4.898665761,15.82973226,-15.23164711,-2.327998381,-44.17026774,-2.327998381,-44.17026774,reflect on how I try to continue my growth into the science teacher I want to be,4,23,1,0,1,11,-2.5843036,0.566899353,-19.5843036,-19.43310065
